document_path,from_index,to_index
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,15,16
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,16,17
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,17,18
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,18,19
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,19,20
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,20,21
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,21,22
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,22,23
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,23,24
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,24,25
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,25,26
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,26,27
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,27,28
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,28,29
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,29,30
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,30,31
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_2-entities-and-relationships.pdf,31,32
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_3-deduplication.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,15,16
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,16,17
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,17,18
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,18,19
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,19,20
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,20,21
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,21,22
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,22,23
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,23,24
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_4-choosing-your-extractor.pdf,24,25
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_5-facts-and-preferences.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_3-long-term-memory_6-facts-and-preferences-api.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,15,16
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,16,17
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,17,18
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,18,19
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,19,20
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,20,21
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,21,22
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_1-record-the-reasoning.pdf,22,23
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_2-querying-traces.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_2-querying-traces.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_2-querying-traces.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_2-querying-traces.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,15,16
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,16,17
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,17,18
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,18,19
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,19,20
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,20,21
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,21,22
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,22,23
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,23,24
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_3-the-reasoning-api.pdf,24,25
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_4-combined-context.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_4-combined-context.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_4-combined-context.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_4-combined-context.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_4-combined-context.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_4-reasoning-memory_4-combined-context.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,12,13
