document_path,from_index,to_index
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,15,16
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,16,17
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,17,18
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,18,19
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,19,20
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,20,21
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,21,22
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,22,23
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,23,24
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,24,25
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,25,26
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_1-write-your-own-tool.pdf,26,27
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_2-make-it-yours.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_2-make-it-yours.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-agent-memory-scripts/kg/data/workshop-agent-memory_5-your-own-memory-tool_2-make-it-yours.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_1-what-is-genai.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_2-considerations.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_3-context.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_3-context.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_3-context.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_3-context.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_1-generative-ai_3-context.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_1-what-is-rag.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_2-vector-search.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,15,16
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,16,17
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,17,18
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_3-vector-index.pdf,18,19
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_2-rag_4-graphrag.pdf,14,15
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_1-what-is-a-knowledge-graph.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_3-knowledge-graphs_2-constructing-knowledge-graphs.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_1-neo4j-graphrag.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_1-neo4j-graphrag.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_1-neo4j-graphrag.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_1-neo4j-graphrag.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_1-neo4j-graphrag.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_1-neo4j-graphrag.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_1-neo4j-graphrag.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_2-vector-retriever.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_3-rag.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_4-vector-graph.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,5,6
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,6,7
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,7,8
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,8,9
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,9,10
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,10,11
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,11,12
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,12,13
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_5-text-to-cypher.pdf,13,14
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_6-frameworks.pdf,0,1
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_6-frameworks.pdf,1,2
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_6-frameworks.pdf,2,3
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_6-frameworks.pdf,3,4
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_6-frameworks.pdf,4,5
/Users/t6w652j6ft/Documents/GitHub/workshop-genai/workshop-genai/data/genai-fundamentals_4-integrating-neo4j_6-frameworks.pdf,5,6
